,Visibility (km),Rel Hum (%),Hour,Stn Press (kPa),Month,Temp (°C),Dew Point Temp (°C),Wind Dir (10s deg),Wind Spd (km/h),Temp_Diff,Humidity_Index
31,0.1991701244813278,0.9753086419753088,7,0.6286231884057969,1,0.5067873303167421,0.636518771331058,0.6388888888888888,0.21153846153846156,-0.129731441014316,0.49427406290151393
32,0.26556016597510373,0.9506172839506173,8,0.6304347826086953,1,0.5113122171945701,0.6348122866894199,0.6388888888888888,0.23076923076923078,-0.12350006949484982,0.48606223116027036
33,0.33609958506224064,0.9506172839506173,9,0.6394927536231911,1,0.5173453996983408,0.6416382252559728,0.5833333333333333,0.2692307692307693,-0.12429282555763199,0.49179747872558327
34,0.40248962655601656,0.9259259259259258,10,0.6521739130434803,1,0.5279034690799396,0.6484641638225257,0.6388888888888888,0.25,-0.12056069474258613,0.4887995084073514
35,0.6680497925311204,0.8641975308641976,11,0.6521739130434803,1,0.5384615384615384,0.6484641638225257,0.6944444444444444,0.21153846153846156,-0.11000262536098726,0.46533713200379867
36,1.0,0.7407407407407407,12,0.6503623188405783,1,0.5429864253393665,0.6262798634812288,0.7222222222222222,0.3076923076923077,-0.0832934381418623,0.40221216691804923
37,1.0,0.6666666666666667,13,0.6539855072463787,1,0.5475113122171945,0.6092150170648465,0.75,0.44230769230769235,-0.061703704847651974,0.3650075414781297
38,1.0,0.6419753086419753,14,0.6594202898550741,1,0.5550527903469079,0.6126279863481229,0.8055555555555555,0.2884615384615385,-0.05757519600121497,0.3563301863955458
39,1.0,0.6419753086419753,15,0.6666666666666679,1,0.5520361990950226,0.6075085324232082,0.7777777777777777,0.2884615384615385,-0.055472333328185686,0.35439360929557
40,1.0,0.7160493827160495,16,0.6757246376811601,1,0.5263951734539969,0.6023890784982936,0.7777777777777777,0.13461538461538464,-0.0759939050442967,0.37692493901644225
41,1.0,0.691358024691358,17,0.6811594202898554,1,0.5339366515837103,0.6006825938566553,0.6944444444444444,0.13461538461538464,-0.06674594227294506,0.3691413887492318
42,1.0,0.728395061728395,18,0.6902173913043512,1,0.5279034690799396,0.6040955631399318,0.6944444444444444,0.15384615384615385,-0.07619209405999228,0.3845222799471164
43,1.0,0.728395061728395,19,0.7028985507246404,1,0.5263951734539969,0.6040955631399318,0.5833333333333333,0.11538461538461539,-0.07770038968593496,0.3834236448615532
44,1.0,0.7654320987654322,20,0.7083333333333357,1,0.5203619909502262,0.60580204778157,0.611111111111111,0.09615384615384616,-0.08544005683134381,0.39830177085079044
45,1.0,0.7901234567901234,21,0.7065217391304337,1,0.5188536953242835,0.6075085324232082,0.5,0.17307692307692307,-0.08865483709892474,0.4099584753179524
46,1.0,0.7777777777777779,22,0.7047101449275388,1,0.5173453996983408,0.6040955631399318,0.5555555555555556,0.13461538461538464,-0.08675016344159103,0.4023797553209318
47,1.0,0.7654320987654322,23,0.7047101449275388,1,0.5158371040723981,0.6006825938566553,0.5555555555555556,0.09615384615384616,-0.08484548978425721,0.39483827719121833
48,1.0,0.8024691358024691,0,0.7065217391304337,1,0.5082956259426847,0.6006825938566553,0.5277777777777778,0.13461538461538464,-0.09238696791397061,0.4078915516824013
49,1.0,0.8148148148148149,1,0.6920289855072461,1,0.5052790346907994,0.6006825938566553,0.5,0.11538461538461539,-0.09540355916585597,0.4117088430813921
50,1.0,0.8641975308641976,2,0.6811594202898554,1,0.5007541478129712,0.6040955631399318,0.4722222222222222,0.15384615384615385,-0.10334141532696062,0.4327504981099752
51,1.0,0.8518518518518519,3,0.6847826086956559,1,0.4977375565610859,0.6023890784982936,0.4722222222222222,0.11538461538461539,-0.10465152193720767,0.4239986592927769
52,1.0,0.9506172839506173,4,0.679347826086957,1,0.4751131221719456,0.5938566552901025,0.5,0.09615384615384616,-0.11874353311815683,0.45165074576839276
53,1.0,0.9382716049382716,5,0.6702898550724647,1,0.4766214177978883,0.5938566552901025,0.41666666666666663,0.07692307692307693,-0.11723523749221415,0.4472003426251791
54,1.0,0.9382716049382716,6,0.6757246376811601,1,0.47812971342383104,0.5955631399317407,0.5277777777777778,0.19230769230769232,-0.11743342650790967,0.4486155335828538
55,1.0,0.9506172839506173,7,0.6811594202898554,1,0.47209653092006026,0.5921501706484642,1.0,0.057692307692307696,-0.12005363972840394,0.4487831219857363
56,1.0,0.9506172839506173,8,0.6485507246376834,1,0.47812971342383104,0.5972696245733788,0.2777777777777778,0.17307692307692307,-0.1191399111495478,0.45451836955104924
57,1.0,0.9382716049382716,9,0.643115942028988,1,0.48416289592760176,0.6006825938566553,0.19444444444444442,0.19230769230769232,-0.11651969792905359,0.45427629741355224
58,1.0,0.9135802469135803,10,0.641304347826086,1,0.4901960784313725,0.6040955631399318,0.25,0.15384615384615385,-0.11389948470855937,0.44783345436940203
59,1.0,0.8395061728395061,11,0.6159420289855078,1,0.5037707390648567,0.6040955631399318,0.25,0.25,-0.10032482407507515,0.42291864514086736
60,1.0,0.8024691358024691,12,0.6032608695652186,1,0.5128205128205128,0.6040955631399318,0.2777777777777778,0.19230769230769232,-0.09127505031941907,0.4115226337448559
61,0.6680497925311204,0.7901234567901234,13,0.5760869565217384,1,0.5203619909502262,0.6109215017064847,0.1111111111111111,0.17307692307692307,-0.09055951075625857,0.4111502150717836
62,0.6680497925311204,0.7530864197530864,14,0.5525362318840585,1,0.5279034690799396,0.6092150170648465,0.1111111111111111,0.19230769230769232,-0.08131154798490692,0.3975569335046459
63,0.6680497925311204,0.7901234567901234,15,0.5416666666666679,1,0.5188536953242835,0.6109215017064847,0.05555555555555555,0.25,-0.09206780638220124,0.4099584753179524
64,0.6680497925311204,0.7901234567901234,16,0.5398550724637694,1,0.5143288084464555,0.6040955631399318,0.05555555555555555,0.3076923076923077,-0.08976675469347639,0.4063832560564586
65,1.0,0.8024691358024691,17,0.538043478260871,1,0.5128205128205128,0.60580204778157,0.08333333333333333,0.25,-0.09298153496105721,0.4115226337448559
